stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,market_depth_10d,weight,period
CVS,5,0.01,2020-07-28,2020-08-04,52.45924377441406,53.877079010009766,resistance,0.02702736702977826,0.02602736702977826,1,2020-07-27,0.018873163720741326,0.007154203309036933,0.013486749667978705,0.7842120053123407,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
CVS,5,0.01,2020-12-23,2020-12-31,56.86778259277344,57.11026763916016,hold_days,0.004264014444226527,0.003264014444226527,1,2020-12-22,0.0186710389047966,-0.015407024460570073,0.011386776826279135,0.8178115707795338,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
CVS,5,0.01,2022-06-06,2022-06-13,82.9337158203125,78.7489013671875,hold_days,-0.05045974862855518,-0.05145974862855518,3,2022-06-03,-0.08302454843515739,0.031564799806602206,0.013003983219635706,0.7919362684858288,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
CVS,5,0.01,2022-07-06,2022-07-13,80.7416763305664,80.96693420410156,hold_days,0.00278985876653004,0.00178985876653004,1,2022-07-05,-0.01447796659822409,0.01626782536475413,0.01134706170559199,0.8184470127105281,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
CVS,5,0.01,2023-04-27,2023-05-04,65.02554321289062,61.2251091003418,hold_days,-0.05844524973988119,-0.05944524973988119,1,2023-04-26,-0.017825587944778287,-0.0416196617951029,0.010992302345664503,0.8241231624693679,"(2020-06-01 00:00:00, 2023-07-12 00:00:00]"
CVS,5,0.01,2024-03-06,2024-03-13,67.89103698730469,68.56685638427734,hold_days,0.00995447156152629,0.00895447156152629,1,2024-03-05,0.008321313204140424,0.0006331583573858657,-4.5557604469924064e-05,1.0,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
CVS,5,0.01,2024-05-09,2024-05-16,51.34182357788086,53.03845977783203,hold_days,0.033045888940378854,0.03204588894037885,1,2024-05-08,0.01832963553171507,0.013716253408663781,-0.0063733427018828484,1.0,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
CVS,5,0.01,2024-06-14,2024-06-24,55.52809524536133,56.920440673828125,hold_days,0.025074611731493057,0.024074611731493056,2,2024-06-12,0.015477109847633175,0.008597501883859882,0.0017748784137776657,0.9716019453795574,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
CVS,5,0.01,2024-10-25,2024-11-01,53.263771057128906,52.62261199951172,hold_days,-0.012037432665619963,-0.013037432665619964,1,2024-10-24,-0.011162684484913976,-0.0018747481807059874,0.015279368088856833,0.7555301105782907,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
CVS,5,0.01,2026-01-09,2026-01-16,78.95173645019531,77.28028106689453,hold_days,-0.021170596853878898,-0.0221705968538789,2,2026-01-07,0.0018734683063181823,-0.02404406516019708,-0.0027199084438048384,1.0,"(2023-07-12 00:00:00, 2026-07-09 00:00:00]"
